track_id,cluster_vae,true_genre,language
MT0004982192,8,-1,0
MT0004982446,2,-1,-1
MT0004984433,2,-1,-1
MT0004997589,2,-1,-1
MT0004999812,2,-1,-1
MT0005001966,6,-1,0
MT0005003824,2,-1,-1
MT0005004562,2,-1,-1
MT0005009443,3,-1,0
MT0005009715,2,-1,-1
MT0005023904,9,-1,0
MT0005026798,7,-1,0
MT0005028976,2,-1,-1
MT0005029328,6,-1,0
MT0005030845,1,-1,0
MT0005033429,5,-1,0
MT0005039941,7,-1,0
MT0005044119,3,-1,0
MT0005048376,2,-1,-1
MT0005054238,2,-1,-1
MT0005054643,2,-1,-1
MT0005060138,2,-1,-1
MT0005064430,3,-1,0
MT0005066971,2,-1,-1
MT0005068407,2,-1,-1
MT0005072543,6,-1,0
MT0005074629,2,-1,-1
MT0005083488,2,-1,-1
MT0005083885,1,-1,0
MT0005091539,2,-1,-1
MT0005094727,4,-1,0
MT0005111463,4,-1,0
MT0005112174,2,-1,-1
MT0005113916,6,-1,0
MT0005115042,4,-1,0
MT0005118426,4,-1,0
MT0005126279,2,-1,-1
MT0005129157,2,-1,-1
MT0005134466,1,-1,0
MT0005142001,3,-1,0
MT0005151875,2,-1,-1
MT0005155949,4,-1,0
MT0005157391,2,-1,-1
MT0005157804,6,-1,0
MT0005158273,4,-1,0
MT0005163122,2,-1,-1
MT0005171537,7,-1,0
MT0005171805,2,-1,-1
MT0005185986,2,-1,-1
MT0005189351,4,-1,0
MT0005189820,9,-1,0
MT0005198745,6,-1,0
MT0005202791,7,-1,0
MT0005213723,2,-1,-1
MT0005217073,2,-1,-1
MT0005221680,2,-1,-1
MT0005223794,5,-1,0
MT0005239610,2,-1,-1
MT0005241287,1,-1,0
MT0005241699,6,-1,0
MT0005243931,6,-1,0
MT0005253065,4,-1,0
MT0005254421,2,-1,-1
MT0005260370,2,-1,-1
MT0005261375,2,-1,-1
MT0005261398,2,-1,-1
MT0005262725,6,-1,0
MT0005265641,6,-1,0
MT0005270263,2,-1,-1
MT0005272837,6,-1,0
MT0005273525,2,-1,-1
MT0005285696,9,-1,0
MT0005286165,5,-1,0
MT0005287506,5,-1,0
MT0005294278,4,-1,0
MT0005304966,7,-1,0
MT0005319891,1,-1,0
MT0005330350,6,-1,0
MT0005331755,4,-1,0
MT0005336347,2,-1,-1
MT0005337249,2,-1,-1
MT0005344437,4,-1,0
MT0005352508,2,-1,-1
MT0005352614,2,-1,-1
MT0005357887,2,-1,-1
MT0005379911,1,-1,0
MT0005387539,7,-1,0
MT0005389048,2,-1,-1
MT0005392036,2,-1,-1
MT0005403018,2,-1,-1
MT0005404111,5,-1,0
MT0005404247,9,-1,0
MT0005409948,7,-1,0
MT0005411969,5,-1,0
MT0005417719,7,-1,0
MT0005422349,1,-1,0
MT0005425770,2,-1,-1
MT0005425879,7,-1,0
MT0005426130,5,-1,0
MT0005431678,7,-1,0
MT0005435622,3,-1,0
MT0005443513,6,-1,0
MT0005451258,2,-1,-1
MT0005451862,1,-1,0
MT0005454701,2,-1,-1
MT0005469880,1,-1,0
MT0005478759,9,-1,0
MT0005479384,2,-1,-1
MT0005486154,7,-1,0
MT0005489029,2,-1,-1
MT0005497233,7,-1,0
MT0005508168,2,-1,-1
MT0005511334,2,-1,-1
MT0005515169,6,-1,0
MT0005519111,9,-1,0
MT0005520274,2,-1,-1
MT0005523766,7,-1,0
MT0005525446,2,-1,-1
MT0005537590,2,-1,-1
MT0005538688,2,-1,-1
MT0005540023,1,-1,0
MT0005540184,8,-1,0
MT0005540907,1,-1,0
MT0005550288,1,-1,0
MT0005550441,2,-1,-1
MT0005556630,1,-1,0
MT0005567133,5,-1,0
MT0005568749,4,-1,0
MT0005575348,6,-1,0
MT0005592810,9,-1,0
MT0005593407,9,-1,0
MT0005595173,2,-1,-1
MT0005606947,2,-1,-1
MT0005608787,2,-1,-1
MT0005621435,6,-1,0
MT0005623112,2,-1,-1
MT0005625323,5,-1,0
MT0005625762,5,-1,0
MT0005630273,1,-1,0
MT0005638160,1,-1,0
MT0005642770,5,-1,0
MT0005651830,2,-1,-1
MT0005652563,7,-1,0
MT0005655655,4,-1,0
MT0005656534,7,-1,0
MT0005658482,2,-1,-1
MT0005660001,9,-1,0
MT0005666606,6,-1,0
MT0005669153,8,-1,0
MT0005670101,2,-1,-1
MT0005673020,7,-1,0
MT0005674518,2,-1,-1
MT0005675358,6,-1,0
MT0005675532,2,-1,-1
MT0005695311,4,-1,0
MT0005696421,2,-1,-1
MT0005697785,2,-1,-1
MT0005707044,6,-1,0
MT0005713768,4,-1,0
MT0005715379,9,-1,0
MT0005715715,6,-1,0
MT0005717206,2,-1,-1
MT0005723257,4,-1,0
MT0005725657,6,-1,0
MT0005727008,2,-1,-1
MT0005727783,6,-1,0
MT0005735527,2,-1,-1
MT0005737276,2,-1,-1
MT0005740567,9,-1,0
MT0005751512,7,-1,0
MT0005752234,5,-1,0
MT0005756784,7,-1,0
MT0005760259,1,-1,0
MT0005761702,9,-1,0
MT0005763004,5,-1,0
MT0005774267,9,-1,0
MT0005775235,1,-1,0
MT0005782528,2,-1,-1
MT0005798527,2,-1,-1
MT0005802574,1,-1,0
MT0005804191,4,-1,0
MT0005822463,1,-1,0
MT0005822671,5,-1,0
MT0005826176,5,-1,0
MT0005827376,4,-1,0
MT0005827477,2,-1,-1
MT0005828366,3,-1,0
MT0005830128,4,-1,0
MT0005832516,2,-1,-1
MT0005846374,2,-1,-1
MT0005850999,6,-1,0
MT0005860700,3,-1,0
MT0005863380,9,-1,0
MT0005884980,6,-1,0
MT0005897799,2,-1,-1
MT0005912220,6,-1,0
MT0005916227,4,-1,0
MT0005941425,8,-1,0
MT0005941732,2,-1,-1
MT0005944471,4,-1,0
MT0005947724,2,-1,-1
MT0005947736,8,-1,0
MT0005951020,5,-1,0
MT0005959692,7,-1,0
MT0005963165,9,-1,0
MT0005974256,7,-1,0
MT0005981667,2,-1,-1
MT0005987148,2,-1,-1
MT0005995195,8,-1,0
MT0006001220,2,-1,-1
MT0006001707,5,-1,0
MT0006005146,8,-1,0
MT0006007936,1,-1,0
MT0006022752,9,-1,0
MT0006036535,4,-1,0
MT0006037085,1,-1,0
MT0006039569,2,-1,-1
MT0006039798,1,-1,0
MT0006044445,5,-1,0
MT0006051812,3,-1,0
MT0006051904,2,-1,-1
MT0006055329,2,-1,-1
MT0006067841,1,-1,0
MT0006070661,2,-1,-1
MT0006078896,7,-1,0
MT0006090628,2,-1,-1
MT0006096934,2,-1,-1
MT0006107326,2,-1,-1
MT0006114773,6,-1,0
MT0006115121,1,-1,0
MT0006117018,2,-1,-1
MT0006129774,4,-1,0
MT0006137136,8,-1,0
MT0006137300,6,-1,0
MT0006137372,1,-1,0
MT0006153804,2,-1,-1
MT0006157839,6,-1,0
MT0006159067,9,-1,0
MT0006164654,7,-1,0
MT0006169551,5,-1,0
MT0006171393,9,-1,0
MT0006181559,1,-1,0
MT0006188933,5,-1,0
MT0006196650,6,-1,0
MT0006204666,2,-1,-1
MT0006232679,9,-1,0
MT0006234138,2,-1,-1
MT0006239603,8,-1,0
MT0006249493,2,-1,-1
MT0006254062,2,-1,-1
MT0006256204,7,-1,0
MT0006263439,2,-1,-1
MT0006271664,2,-1,-1
MT0006292011,2,-1,-1
MT0006300381,2,-1,-1
MT0006314897,2,-1,-1
MT0006315323,2,-1,-1
MT0006324704,6,-1,0
MT0006334050,2,-1,-1
MT0006348382,4,-1,0
MT0006352493,2,-1,-1
MT0006356406,5,-1,0
MT0006357085,4,-1,0
MT0006357849,1,-1,0
MT0006365604,7,-1,0
MT0006367176,9,-1,0
MT0006386327,2,-1,-1
MT0006391732,7,-1,0
MT0006397809,9,-1,0
MT0006400514,6,-1,0
MT0006406298,1,-1,0
MT0006409530,5,-1,0
MT0006410285,4,-1,0
MT0006410748,2,-1,-1
MT0006417602,7,-1,0
MT0006421356,9,-1,0
MT0006431184,7,-1,0
MT0006431807,7,-1,0
MT0006434833,7,-1,0
MT0006459852,2,-1,-1
MT0006468621,2,-1,-1
MT0006475078,4,-1,0
MT0006475970,1,-1,0
MT0006482524,2,-1,-1
MT0006484633,5,-1,0
MT0006486093,2,-1,-1
MT0006487252,2,-1,-1
MT0006487635,5,-1,0
MT0006492385,9,-1,0
MT0006497092,6,-1,0
MT0006501280,2,-1,-1
MT0006510599,1,-1,0
MT0006514225,6,-1,0
MT0006516676,2,-1,-1
MT0006520567,2,-1,-1
MT0006522591,5,-1,0
MT0006524432,2,-1,-1
MT0006528309,4,-1,0
MT0006531857,7,-1,0
MT0006534417,2,-1,-1
MT0006536592,4,-1,0
MT0006540794,1,-1,0
MT0006545202,7,-1,0
MT0006552038,1,-1,0
MT0006553309,1,-1,0
MT0006553914,7,-1,0
MT0006555035,2,-1,-1
MT0006559667,5,-1,0
MT0006562479,2,-1,-1
MT0006564487,2,-1,-1
MT0006570517,2,-1,-1
MT0006573563,1,-1,0
MT0006575669,2,-1,-1
MT0006581362,2,-1,-1
MT0006581441,2,-1,-1
MT0006587635,1,-1,0
MT0006587819,9,-1,0
MT0006609765,2,-1,-1
MT0006610139,2,-1,-1
MT0006612877,5,-1,0
MT0006628590,2,-1,-1
MT0006633147,6,-1,0
MT0006635536,1,-1,0
MT0006640142,6,-1,0
MT0006640857,2,-1,-1
MT0006641042,5,-1,0
MT0006646428,2,-1,-1
MT0006650634,2,-1,-1
MT0006654122,6,-1,0
MT0006658246,2,-1,-1
MT0006659841,2,-1,-1
MT0006662439,2,-1,-1
MT0006664862,2,-1,-1
MT0006672286,2,-1,-1
MT0006678796,2,-1,-1
MT0006683265,7,-1,0
MT0006683875,9,-1,0
MT0006695707,7,-1,0
MT0006696329,8,-1,0
MT0006696891,2,-1,-1
MT0006708402,5,-1,0
MT0006713730,6,-1,0
MT0006723128,1,-1,0
MT0006737689,6,-1,0
MT0006738137,2,-1,-1
MT0006742179,6,-1,0
MT0006744781,2,-1,-1
MT0006746691,6,-1,0
MT0006746926,2,-1,-1
MT0006747288,9,-1,0
MT0006751087,5,-1,0
MT0006751853,2,-1,-1
MT0006754099,2,-1,-1
MT0006755411,3,-1,0
MT0006761058,4,-1,0
MT0006761971,1,-1,0
MT0006764092,2,-1,-1
MT0006769480,2,-1,-1
MT0006770955,6,-1,0
MT0006771406,1,-1,0
MT0006772811,2,-1,-1
MT0006773580,7,-1,0
MT0006777027,2,-1,-1
MT0006778622,7,-1,0
MT0006782965,2,-1,-1
MT0006784451,5,-1,0
MT0006788512,1,-1,0
MT0006790347,7,-1,0
MT0006794235,2,-1,-1
MT0006795758,7,-1,0
MT0006798861,5,-1,0
MT0006800841,1,-1,0
MT0006806145,1,-1,0
MT0006810990,7,-1,0
MT0006813360,1,-1,0
MT0006814089,2,-1,-1
MT0006832360,7,-1,0
MT0006833696,6,-1,0
MT0006839715,1,-1,0
MT0006843007,4,-1,0
MT0006846075,6,-1,0
MT0006862088,2,-1,-1
MT0006876450,6,-1,0
MT0006877397,9,-1,0
MT0006879985,7,-1,0
MT0006880936,7,-1,0
MT0006898523,2,-1,-1
MT0006903607,2,-1,-1
MT0006911848,8,-1,0
MT0006914583,3,-1,0
MT0006919273,9,-1,0
MT0006919878,2,-1,-1
MT0006929157,5,-1,0
MT0006933170,6,-1,0
MT0006937715,4,-1,0
MT0006939177,7,-1,0
MT0006955099,3,-1,0
MT0006955716,5,-1,0
MT0006983241,1,-1,0
MT0006991912,6,-1,0
MT0006992235,2,-1,-1
MT0006993597,8,-1,0
MT0006996768,2,-1,-1
MT0006999093,2,-1,-1
MT0007002901,2,-1,-1
MT0007013069,5,-1,0
MT0007031334,2,-1,-1
MT0007037296,7,-1,0
MT0007039041,2,-1,-1
MT0007039082,9,-1,0
MT0007041751,8,-1,0
MT0007043504,5,-1,0
MT0007043936,2,-1,-1
MT0007051057,9,-1,0
MT0007051188,6,-1,0
MT0007053424,1,-1,0
MT0007057303,6,-1,0
MT0007058512,5,-1,0
MT0007064420,9,-1,0
MT0007067293,5,-1,0
MT0007068165,2,-1,-1
MT0007071481,5,-1,0
MT0007072562,8,-1,0
MT0007072992,4,-1,0
MT0007074655,7,-1,0
MT0007075838,1,-1,0
MT0007081433,9,-1,0
MT0007087238,6,-1,0
MT0007088972,2,-1,-1
MT0007099407,2,-1,-1
MT0007102148,6,-1,0
MT0007102997,9,-1,0
MT0007106784,4,-1,0
MT0007107079,1,-1,0
MT0007109938,5,-1,0
MT0007113915,1,-1,0
MT0007117290,5,-1,0
MT0007119529,2,-1,-1
MT0007127869,5,-1,0
MT0007132421,5,-1,0
MT0007136180,7,-1,0
MT0007142175,5,-1,0
MT0007145736,2,-1,-1
MT0007147603,7,-1,0
MT0007153265,2,-1,-1
MT0007164275,7,-1,0
MT0007177899,3,-1,0
MT0007186714,9,-1,0
MT0007190016,7,-1,0
MT0007191313,2,-1,-1
MT0007193184,3,-1,0
MT0007199330,6,-1,0
MT0007207422,2,-1,-1
MT0007207968,2,-1,-1
MT0007210245,7,-1,0
MT0007232134,2,-1,-1
MT0007249337,2,-1,-1
MT0007257222,2,-1,-1
MT0007265208,2,-1,-1
MT0007267489,4,-1,0
MT0007269020,1,-1,0
MT0007274054,2,-1,-1
MT0007276457,4,-1,0
MT0007277070,3,-1,0
MT0007280044,9,-1,0
MT0007282148,6,-1,0
MT0007310068,2,-1,-1
MT0007328300,2,-1,-1
MT0007329488,1,-1,0
MT0007337206,1,-1,0
MT0007338724,2,-1,-1
MT0007340697,1,-1,0
MT0007342701,2,-1,-1
MT0007349422,5,-1,0
MT0007349999,2,-1,-1
MT0007350911,4,-1,0
MT0007351601,2,-1,-1
MT0007353661,1,-1,0
MT0007356476,4,-1,0
MT0007372035,2,-1,-1
MT0007376021,2,-1,-1
MT0007379559,2,-1,-1
MT0007379700,7,-1,0
MT0007384768,4,-1,0
MT0007389608,2,-1,-1
MT0007390015,6,-1,0
MT0007393408,1,-1,0
MT0007396257,2,-1,-1
MT0007401605,7,-1,0
MT0007410187,4,-1,0
MT0007412399,5,-1,0
MT0007412921,5,-1,0
MT0007413949,1,-1,0
MT0007416772,2,-1,-1
MT0007419064,1,-1,0
MT0007421674,3,-1,0
MT0007423667,1,-1,0
MT0007433643,1,-1,0
MT0007436293,2,-1,-1
MT0007438571,1,-1,0
MT0007439502,2,-1,-1
MT0007442223,7,-1,0
MT0007443823,2,-1,-1
MT0007451731,2,-1,-1
MT0007453133,2,-1,-1
MT0007453719,4,-1,0
MT0007477802,5,-1,0
MT0007493575,1,-1,0
MT0007497706,2,-1,-1
MT0007499577,2,-1,-1
MT0007508173,1,-1,0
MT0007522436,5,-1,0
MT0007525777,4,-1,0
MT0007530529,2,-1,-1
MT0007535042,2,-1,-1
MT0007550652,2,-1,-1
MT0007556029,4,-1,0
MT0007562704,2,-1,-1
MT0007573212,2,-1,-1
MT0007583962,2,-1,-1
MT0007594485,2,-1,-1
MT0007602902,7,-1,0
MT0007607008,6,-1,0
MT0007610380,2,-1,-1
MT0007627521,7,-1,0
MT0007644103,4,-1,0
MT0007645808,5,-1,0
MT0007652281,2,-1,-1
MT0007659703,7,-1,0
MT0007663424,1,-1,0
MT0007679931,2,-1,-1
MT0007696006,5,-1,0
MT0007697753,2,-1,-1
MT0007707015,2,-1,-1
MT0007724694,2,-1,-1
MT0007728545,9,-1,0
MT0007730975,6,-1,0
MT0007733857,8,-1,0
MT0007754554,3,-1,0
MT0007757097,1,-1,0
MT0007766156,6,-1,0
MT0007780282,5,-1,0
MT0007780572,7,-1,0
MT0007785837,3,-1,0
MT0007795217,7,-1,0
MT0007797719,9,-1,0
MT0007799675,2,-1,-1
MT0007799677,2,-1,-1
MT0007805279,7,-1,0
MT0007806202,6,-1,0
MT0007812490,2,-1,-1
MT0007816041,2,-1,-1
MT0007817748,8,-1,0
MT0007818252,1,-1,0
MT0007825188,9,-1,0
MT0007828167,6,-1,0
MT0007832902,4,-1,0
MT0007833171,2,-1,-1
MT0007840454,2,-1,-1
MT0007841510,3,-1,0
MT0007859380,6,-1,0
MT0007860263,4,-1,0
MT0007866540,7,-1,0
MT0007868583,1,-1,0
MT0007871142,2,-1,-1
MT0007886392,6,-1,0
MT0007899221,2,-1,-1
MT0007906518,1,-1,0
MT0007912800,4,-1,0
MT0007914044,2,-1,-1
MT0007924549,7,-1,0
MT0007926918,6,-1,0
MT0007934529,7,-1,0
MT0007939281,7,-1,0
MT0007941864,2,-1,-1
MT0007959122,9,-1,0
MT0007961027,2,-1,-1
MT0007961100,7,-1,0
MT0007978643,2,-1,-1
MT0007983016,6,-1,0
MT0007990460,3,-1,0
MT0007991638,5,-1,0
MT0007999856,1,-1,0
MT0008007368,2,-1,-1
MT0008010047,2,-1,-1
MT0008018703,2,-1,-1
MT0008022729,7,-1,0
MT0008029439,7,-1,0
MT0008033398,2,-1,-1
MT0008045785,1,-1,0
MT0008046899,5,-1,0
MT0008068959,2,-1,-1
MT0008077089,2,-1,-1
MT0008077878,5,-1,0
MT0008080519,2,-1,-1
MT0008084656,1,-1,0
MT0008095407,2,-1,-1
MT0008105399,1,-1,0
MT0008113039,4,-1,0
MT0008120072,6,-1,0
MT0008121446,8,-1,0
MT0008130158,1,-1,0
MT0008131425,5,-1,0
MT0008137868,2,-1,-1
MT0008138963,9,-1,0
MT0008140480,2,-1,-1
MT0008144346,2,-1,-1
MT0008147388,7,-1,0
MT0008148524,2,-1,-1
MT0008149831,7,-1,0
MT0008154135,5,-1,0
MT0008166411,2,-1,-1
MT0008166431,6,-1,0
MT0008167476,2,-1,-1
MT0008170600,2,-1,-1
MT0008184180,6,-1,0
MT0008191737,3,-1,0
MT0008208983,2,-1,-1
MT0008211502,9,-1,0
MT0008222676,2,-1,-1
MT0008223344,2,-1,-1
MT0008236217,4,-1,0
MT0008236389,9,-1,0
MT0008237717,6,-1,0
MT0008241153,9,-1,0
MT0008241874,2,-1,-1
MT0008260235,2,-1,-1
MT0008267476,2,-1,-1
MT0008276763,9,-1,0
MT0008276791,2,-1,-1
MT0008277765,3,-1,0
MT0008279825,4,-1,0
MT0008296972,7,-1,0
MT0008307409,1,-1,0
MT0008307905,7,-1,0
MT0008308461,4,-1,0
MT0008313843,4,-1,0
MT0008326282,2,-1,-1
MT0008327012,9,-1,0
MT0008328152,2,-1,-1
MT0008328714,2,-1,-1
MT0008330365,2,-1,-1
MT0008340316,2,-1,-1
MT0008342962,2,-1,-1
MT0008345160,6,-1,0
MT0008346862,2,-1,-1
MT0008347586,6,-1,0
MT0008350331,1,-1,0
MT0008352590,4,-1,0
MT0008361425,1,-1,0
MT0008363189,1,-1,0
MT0008363839,9,-1,0
MT0008368311,1,-1,0
MT0008369750,2,-1,-1
MT0008371251,9,-1,0
MT0008375464,3,-1,0
MT0008385501,7,-1,0
MT0008386252,7,-1,0
MT0008394478,9,-1,0
MT0008397103,2,-1,-1
MT0008399774,2,-1,-1
MT0008401073,6,-1,0
MT0008408635,6,-1,0
MT0008411611,8,-1,0
MT0008421113,5,-1,0
MT0008421900,1,-1,0
MT0008425062,7,-1,0
MT0008425616,7,-1,0
MT0008428932,1,-1,0
MT0008431795,4,-1,0
MT0008445371,3,-1,0
MT0008449485,2,-1,-1
MT0008451831,2,-1,-1
MT0008455201,2,-1,-1
MT0008467210,2,-1,-1
MT0008468144,2,-1,-1
MT0008493270,7,-1,0
MT0008497871,7,-1,0
MT0008499614,5,-1,0
MT0008503709,2,-1,-1
MT0008511909,5,-1,0
MT0008512833,2,-1,-1
MT0008515901,6,-1,0
MT0008518738,3,-1,0
MT0008530072,1,-1,0
MT0008530652,9,-1,0
MT0008537015,4,-1,0
MT0008548050,4,-1,0
MT0008554680,7,-1,0
MT0008565530,5,-1,0
MT0008570712,7,-1,0
MT0008573252,5,-1,0
MT0008575372,2,-1,-1
MT0008577171,2,-1,-1
MT0008578405,7,-1,0
MT0008592019,2,-1,-1
MT0008596275,2,-1,-1
MT0008596505,1,-1,0
MT0008596537,1,-1,0
MT0008602863,7,-1,0
MT0008604277,5,-1,0
MT0008617674,2,-1,-1
MT0008632122,1,-1,0
MT0008635124,7,-1,0
MT0008636271,6,-1,0
MT0008637830,2,-1,-1
MT0008640627,2,-1,-1
MT0008641724,7,-1,0
MT0008644609,2,-1,-1
MT0008646690,2,-1,-1
MT0008649724,7,-1,0
MT0008652185,5,-1,0
MT0008665212,2,-1,-1
MT0008672387,6,-1,0
MT0008673460,6,-1,0
MT0008675527,2,-1,-1
MT0008684922,2,-1,-1
MT0008684978,4,-1,0
MT0008686594,2,-1,-1
MT0008688962,2,-1,-1
MT0008690776,9,-1,0
MT0008700460,2,-1,-1
MT0008704299,2,-1,-1
MT0008709705,4,-1,0
MT0008716237,2,-1,-1
MT0008718991,2,-1,-1
MT0008722511,2,-1,-1
MT0008733057,2,-1,-1
MT0008734186,7,-1,0
MT0008734289,7,-1,0
MT0008737859,3,-1,0
MT0008740787,7,-1,0
MT0008750426,7,-1,0
MT0008753401,2,-1,-1
MT0008763007,2,-1,-1
MT0008776764,5,-1,0
MT0008787199,2,-1,-1
MT0008790106,1,-1,0
MT0008790360,7,-1,0
MT0008791082,5,-1,0
MT0008794071,5,-1,0
MT0008797356,2,-1,-1
MT0008800327,6,-1,0
MT0008806305,7,-1,0
MT0008807220,2,-1,-1
MT0008813307,6,-1,0
MT0008813309,9,-1,0
MT0008819987,6,-1,0
MT0008830058,3,-1,0
MT0008830314,8,-1,0
MT0008841966,2,-1,-1
MT0008847144,8,-1,0
MT0008863436,7,-1,0
MT0008868862,2,-1,-1
MT0008869963,2,-1,0
MT0008882630,1,-1,0
MT0008883788,9,-1,0
MT0008891523,4,-1,0
MT0008899266,9,-1,0
MT0008905721,8,-1,0
MT0008905908,4,-1,0
MT0008944393,3,-1,0
MT0008947804,2,-1,-1
MT0008949592,2,-1,-1
MT0008953247,5,-1,0
MT0008960612,5,-1,0
MT0008963540,5,-1,0
MT0008964909,2,-1,-1
MT0008966305,6,-1,0
MT0008967700,2,-1,-1
MT0008969183,1,-1,0
MT0008972801,1,-1,0
MT0008979040,2,-1,-1
MT0008990167,3,-1,0
MT0008990300,2,-1,-1
MT0008999728,7,-1,0
MT0008999898,5,-1,0
MT0009000155,2,-1,-1
MT0009002136,3,-1,0
MT0009005900,7,-1,0
MT0009008051,1,-1,0
MT0009010830,6,-1,0
MT0009016829,2,-1,-1
MT0009021889,3,-1,0
MT0009025287,1,-1,0
MT0009025845,5,-1,0
MT0009033072,2,-1,-1
MT0009041370,5,-1,0
MT0009041848,1,-1,0
MT0009043768,2,-1,-1
MT0009054976,6,-1,0
MT0009075362,4,-1,0
MT0009098212,2,-1,-1
MT0009112823,7,-1,0
MT0009117202,5,-1,0
MT0009123251,7,-1,0
MT0009153900,4,-1,0
MT0009159687,3,-1,0
MT0009161421,2,-1,-1
MT0009164591,9,-1,0
MT0009164605,6,-1,0
MT0009165729,7,-1,0
MT0009169626,6,-1,0
MT0009172291,7,-1,0
MT0009174874,5,-1,0
MT0009182700,2,-1,-1
MT0009185069,2,-1,-1
MT0009188643,9,-1,0
MT0009196762,2,-1,-1
MT0009202768,2,-1,-1
MT0009206381,4,-1,0
MT0009208842,1,-1,0
MT0009213083,9,-1,0
MT0009217411,7,-1,0
MT0009220462,9,-1,0
MT0009233872,6,-1,0
MT0009239443,7,-1,0
MT0009246394,9,-1,0
MT0009253118,2,-1,-1
MT0009253379,7,-1,0
MT0009263768,6,-1,0
MT0009278329,1,-1,0
MT0009289348,2,-1,-1
MT0009293226,2,-1,-1
MT0009295595,2,-1,-1
MT0009300582,1,-1,0
MT0009306792,2,-1,-1
MT0009311775,7,-1,0
MT0009312856,6,-1,0
MT0009319587,9,-1,0
MT0009320357,5,-1,0
MT0009321428,9,-1,0
MT0009346128,7,-1,0
MT0009348908,7,-1,0
MT0009351469,2,-1,-1
MT0009354859,2,-1,-1
MT0009360971,6,-1,0
MT0009368615,4,-1,0
MT0009375581,7,-1,0
MT0009377947,2,-1,-1
MT0009378909,5,-1,0
MT0009385684,6,-1,0
MT0009389504,2,-1,-1
MT0009390091,5,-1,0
MT0009400121,7,-1,0
MT0009418269,7,-1,0
MT0009421924,2,-1,-1
MT0009425259,6,-1,0
MT0009430339,5,-1,0
MT0009437817,2,-1,-1
MT0009464817,6,-1,0
MT0009469599,7,-1,0
MT0009477836,8,-1,0
MT0009485981,2,-1,-1
MT0009495280,4,-1,0
MT0009495283,6,-1,0
MT0009495284,9,-1,0
MT0009495285,1,-1,0
MT0009521580,4,-1,0
MT0009533836,2,-1,-1
MT0009558355,2,-1,-1
MT0009577134,6,-1,0
MT0009581924,2,-1,-1
MT0009601423,2,-1,-1
MT0009606151,2,-1,-1
MT0009614467,2,-1,-1
MT0009619048,4,-1,0
MT0009619424,2,-1,-1
MT0009628869,2,-1,-1
MT0009631750,1,-1,0
MT0009635389,7,-1,0
MT0009635394,7,-1,0
MT0009635397,7,-1,0
MT0009693151,1,-1,0
MT0009729892,2,-1,-1
MT0009740290,6,-1,0
MT0009741521,1,-1,0
MT0009741760,1,-1,0
MT0009741773,2,-1,-1
MT0009741774,1,-1,0
MT0009747294,2,-1,-1
MT0009769814,2,-1,-1
MT0009769816,2,-1,-1
MT0009781899,4,-1,0
MT0009795009,6,-1,0
MT0009800907,2,-1,-1
MT0009826820,2,-1,-1
MT0009844833,2,-1,-1
MT0009845069,2,-1,-1
MT0009845072,2,-1,-1
MT0009845270,2,-1,-1
MT0009845271,2,-1,-1
MT0009845272,2,-1,-1
MT0009845274,2,-1,-1
MT0009845275,2,-1,-1
MT0009845276,2,-1,-1
MT0009845278,2,-1,-1
MT0009868354,6,-1,0
MT0009872131,7,-1,0
MT0009897495,2,-1,-1
MT0009904717,4,-1,0
MT0009908994,7,-1,0
MT0009968194,7,-1,0
MT0009976471,2,-1,-1
MT0009991160,2,-1,-1
MT0009996318,4,-1,0
MT0009996319,2,-1,-1
MT0009996323,2,-1,-1
MT0010007878,1,-1,0
MT0010007881,1,-1,0
MT0010007882,7,-1,0
MT0010049476,9,-1,0
MT0010054305,6,-1,0
MT0010065680,6,-1,0
MT0010065686,6,-1,0
MT0010076476,2,-1,-1
MT0010083757,9,-1,0
MT0010085729,6,-1,0
MT0010100277,9,-1,0
MT0010100278,6,-1,0
MT0010100279,1,-1,0
MT0010100283,5,-1,0
MT0010100285,5,-1,0
MT0010100324,3,-1,0
MT0010100333,1,-1,0
MT0010100428,6,-1,0
MT0010100429,2,-1,-1
MT0010161903,2,-1,-1
MT0010169018,2,-1,-1
MT0010169019,1,-1,0
MT0010203716,1,-1,0
MT0010236541,9,-1,0
MT0010237532,2,-1,-1
MT0010257371,9,-1,0
MT0010261584,7,-1,0
MT0010261588,9,-1,0
MT0010278984,4,-1,0
MT0010290775,6,-1,0
MT0010290785,5,-1,0
MT0010290788,6,-1,0
MT0010290924,2,-1,-1
MT0010305995,6,-1,0
MT0010310891,1,-1,0
MT0010310894,7,-1,0
MT0010310896,7,-1,0
MT0010310897,6,-1,0
MT0010310898,7,-1,0
MT0010310899,7,-1,0
MT0010344415,6,-1,0
MT0010346228,6,-1,0
MT0010363782,1,-1,0
MT0010368848,7,-1,0
MT0010369823,1,-1,0
MT0010375510,9,-1,0
MT0010379209,6,-1,0
MT0010390464,2,-1,-1
MT0010392442,6,-1,0
MT0010394619,7,-1,0
MT0010405928,7,-1,0
MT0010415730,2,-1,-1
MT0010437635,2,-1,-1
MT0010441634,2,-1,-1
MT0010444469,6,-1,0
MT0010463505,2,-1,-1
MT0010465830,2,-1,-1
MT0010468178,4,-1,0
MT0010474345,2,-1,-1
MT0010475525,2,-1,-1
MT0010477194,5,-1,0
MT0010478882,8,-1,0
MT0010480965,1,-1,0
MT0010481194,7,-1,0
MT0010482550,5,-1,0
